word,rank,avg,std_dev
montgomery,4709,5.52,1.2329
nbc,4710,5.52,1.1471
north,4711,5.52,1.2162
outer,4712,5.52,1.2493
papi,4713,5.52,1.3886
parker,4714,5.52,1.0349
patrick,4715,5.52,1.2162
peas,4716,5.52,1.8321
plains,4717,5.52,1.432
pm,4718,5.52,1.3438
positions,4719,5.52,1.2816
posting,4720,5.52,1.0925
ray,4721,5.52,1.4602
reaction,4722,5.52,0.9947
reference,4723,5.52,1.111
reflected,4724,5.52,1.0736
remain,4725,5.52,1.1471
reserves,4726,5.52,1.2816
rockefeller,4727,5.52,1.3285
room,4728,5.52,1.1471
russian,4729,5.52,1.7052
ryan,4730,5.52,0.9947
sara,4731,5.52,1.764
she's,4732,5.52,1.1993
subjective,4733,5.52,1.3589
suggest,4734,5.52,1.2329
summit,4735,5.52,1.6193
synagogue,4736,5.52,1.5151
taylor,4737,5.52,1.2329
throughout,4738,5.52,1.2656
tony,4739,5.52,1.1822
traded,4740,5.52,1.4177
trailer,4741,5.52,1.3285
twitters,4742,5.52,1.8432
u,4743,5.52,1.729
url,4744,5.52,0.9739
usage,4745,5.52,1.5016
vet,4746,5.52,1.1993
vikings,4747,5.52,1.5939
whispers,4748,5.52,1.7524
beso,4749,5.52,1.4524
respiratory,4750,5.52,1.5673
fills,4751,5.51,1.1955
behaviors,4752,5.51,1.1569
breed,4753,5.51,1.5428
layin,4754,5.51,1.0825
maze,4755,5.51,1.5959
measurement,4756,5.51,1.293
occurrence,4757,5.51,1.3404
priests,4758,5.51,2.0117
receptor,4759,5.51,1.4307
slope,4760,5.51,1.2603
tener,4761,5.51,1.0231
thong,4762,5.51,1.7335
account,4763,5.5,0.953
adds,4764,5.5,0.953
anglo,4765,5.5,1.3838
application,4766,5.5,1.3286
arm,4767,5.5,1.0152
atoms,4768,5.5,1.2164
austin,4769,5.5,1.0738
behavior,4770,5.5,1.2657
beyond,4771,5.5,1.4321
bloggers,4772,5.5,1.2976
bow,4773,5.5,1.4321
brief,4774,5.5,1.2817
buffalo,4775,5.5,1.594
capacity,4776,5.5,1.4178
chairwoman,4777,5.5,1.1824
channel,4778,5.5,0.8391
charlotte,4779,5.5,0.9742
christine,4780,5.5,1.2976
clay,4781,5.5,1.3286
consumer,4782,5.5,1.0546
count,4783,5.5,1.0546
crews,4784,5.5,1.4178
david,4785,5.5,1.1473
democrats,4786,5.5,1.9923
doing,4787,5.5,1.1995
editions,4788,5.5,1.2976
effects,4789,5.5,1.4743
equivalent,4790,5.5,1.2976
eyed,4791,5.5,1.3887
faculty,4792,5.5,1.4321
feels,4793,5.5,1.7409
fellow,4794,5.5,1.4604
figure,4795,5.5,1.1473
finals,4796,5.5,1.9821
fm,4797,5.5,1.6067
footsteps,4798,5.5,1.3887
frequently,4799,5.5,1.6067
generation,4800,5.5,1.1995
genetic,4801,5.5,1.2495
glasses,4802,5.5,1.2976
halfway,4803,5.5,1.0351
handled,4804,5.5,0.9313
in,4805,5.5,1.0152
insure,4806,5.5,1.4321
investors,4807,5.5,1.2495
item,4808,5.5,0.9313
jack,4809,5.5,0.9742
jane,4810,5.5,0.9742
jones,4811,5.5,1.0152
leven,4812,5.5,1.2817
manifest,4813,5.5,1.359
map,4814,5.5,1.4321
maria,4815,5.5,1.233
melissa,4816,5.5,1.0926
minute,4817,5.5,0.9313
normally,4818,5.5,0.9742
pastor,4819,5.5,1.8434
patricia,4820,5.5,0.9949
pole,4821,5.5,1.1995
preface,4822,5.5,1.3439
prep,4823,5.5,1.359
quiet,4824,5.5,1.8098
ran,4825,5.5,1.4604
rated,4826,5.5,1.4321
repertory,4827,5.5,1.7525
retailers,4828,5.5,1.2495
retain,4829,5.5,0.953
rub,4830,5.5,1.5152
russia,4831,5.5,1.374
settings,4832,5.5,1.2548
skin,4833,5.5,1.5551
sms,4834,5.5,1.6067
specifically,4835,5.5,1.1112
steven,4836,5.5,1.0926
stevie,4837,5.5,1.1824
texting,4838,5.5,1.4604
tie,4839,5.5,1.1824
transmission,4840,5.5,1.3286
unit,4841,5.5,0.9742
variation,4842,5.5,1.1824
vol,4843,5.5,1.5152
wanna,4844,5.5,1.5419
we're,4845,5.5,1.0152
wearing,4846,5.5,1.1824
westside,4847,5.5,1.3132
wild,4848,5.5,1.8098
womb,4849,5.5,1.3887
works,4850,5.5,1.4463
yankee,4851,5.5,1.7642
responsibilities,4852,5.49,1.7224
awaits,4853,5.49,1.4012
interface,4854,5.49,1.0433
mics,4855,5.49,1.309
modified,4856,5.49,1.0825
remark,4857,5.49,1.3712
supervision,4858,5.49,1.6346
weave,4859,5.49,1.3863
flame,4860,5.49,1.7304
interpreted,4861,5.49,1.3493
11am,4862,5.48,1.111
acts,4863,5.48,1.1471
actual,4864,5.48,1.0544
adviser,4865,5.48,1.821
advisers,4866,5.48,1.3738
ahhh,4867,5.48,2.0428
alabama,4868,5.48,1.1648
along,4869,5.48,0.8142
announced,4870,5.48,1.5151
approached,4871,5.48,1.2816
attempted,4872,5.48,1.568
ballin,4873,5.48,1.6318
beta,4874,5.48,1.1471
bling,4875,5.48,2.1019
canon,4876,5.48,1.3438
cheap,4877,5.48,1.9508
church,4878,5.48,1.8543
cincinnati,4879,5.48,1.4741
column,4880,5.48,0.9089
compound,4881,5.48,1.2974
concept,4882,5.48,1.4032
consultant,4883,5.48,1.1822
convention,4884,5.48,1.2329
coupe,4885,5.48,1.5418
cumulative,4886,5.48,1.0736
demo,4887,5.48,1.313
donald,4888,5.48,1.2493
elements,4889,5.48,1.5285
encountered,4890,5.48,1.3285
everytime,4891,5.48,1.4741
exception,4892,5.48,1.1471
export,4893,5.48,1.3738
extensive,4894,5.48,1.2656
external,4895,5.48,1.2162
fb,4896,5.48,1.2162
felt,4897,5.48,1.3738
guild,4898,5.48,0.9528
habit,4899,5.48,1.6066
he'll,4900,5.48,1.1648
here,4901,5.48,1.0925
highway,4902,5.48,1.2656
holmes,4903,5.48,1.2329
ikea,4904,5.48,1.6567
indicate,4905,5.48,0.9528
janet,4906,5.48,0.9528
joan,4907,5.48,1.2329
jump,4908,5.48,1.7407
kate,4909,5.48,1.4741
katherine,4910,5.48,1.5418
katie,4911,5.48,1.6066
katy,4912,5.48,1.1993
korean,4913,5.48,1.4741
laurie,4914,5.48,1.1993
led,4915,5.48,1.1292
lei,4916,5.48,1.581
longest,4917,5.48,1.4462
luna,4918,5.48,1.7407
madison,4919,5.48,1.1993
mark,4920,5.48,1.2974
may,4921,5.48,1.6318
methods,4922,5.48,0.9947
mixed,4923,5.48,0.8389
motor,4924,5.48,1.1822
naval,4925,5.48,1.2493
nicole,4926,5.48,1.568
nose,4927,5.48,1.2329
oklahoma,4928,5.48,1.432
ole,4929,5.48,1.3285
operates,4930,5.48,1.2329
palm,4931,5.48,1.3285
particles,4932,5.48,1.1648
pepper,4933,5.48,1.4879
physics,4934,5.48,1.7984
picking,4935,5.48,0.9528
portion,4936,5.48,1.5151
post,4937,5.48,1.0925
powell,4938,5.48,1.1648
predicted,4939,5.48,1.2329
quoted,4940,5.48,0.9947
remote,4941,5.48,1.729
requested,4942,5.48,0.8389
roller,4943,5.48,1.2656
route,4944,5.48,1.2162
run,4945,5.48,1.432
sally,4946,5.48,0.9089
sell,4947,5.48,1.1292
server,4948,5.48,1.313
sessions,4949,5.48,0.9311
shape,4950,5.48,0.8628
spread,4951,5.48,1.1292
square,4952,5.48,0.9947
stephanie,4953,5.48,1.3589
surfaces,4954,5.48,1.2162
surname,4955,5.48,0.9947
tampa,4956,5.48,0.9739
township,4957,5.48,1.5939
trek,4958,5.48,1.4741
tried,4959,5.48,1.6443
truck,4960,5.48,1.555
tweet,4961,5.48,1.5939
user,4962,5.48,1.015
users,4963,5.48,1.1471
utility,4964,5.48,1.2162
vamos,4965,5.48,1.2329
wells,4966,5.48,0.8862
ceiling,4967,5.47,1.1012
dwell,4968,5.47,1.6596
elaborate,4969,5.47,1.6596
grip,4970,5.47,1.7091
halls,4971,5.47,1.0821
loaded,4972,5.47,1.8383
metabolism,4973,5.47,1.5014
spinning,4974,5.47,1.4157
#nowplaying,4975,5.46,1.5147
alex,4976,5.46,0.8855
appeared,4977,5.46,0.9941
arlington,4978,5.46,1.6563
blogger,4979,5.46,1.1287
bricks,4980,5.46,1.0919
cam,4981,5.46,1.1817
caption,4982,5.46,0.8381
carries,4983,5.46,1.2324
carroll,4984,5.46,1.0343
cavalry,4985,5.46,1.7286
challenged,4986,5.46,1.4737
chi,4987,5.46,1.4028
chronicle,4988,5.46,1.5281
coalition,4989,5.46,1.4172
colonies,4990,5.46,1.3433
competitive,4991,5.46,1.9082
conducted,4992,5.46,1.1988
consisted,4993,5.46,1.328
contract,4994,5.46,1.1104
developers,4995,5.46,1.7168
diameter,4996,5.46,1.1671
directed,4997,5.46,1.073
distributed,4998,5.46,1.1104
domestic,4999,5.46,1.6563
dozen,5000,5.46,1.1104
enough,5001,5.46,1.4028
equation,5002,5.46,1.5012
expectations,5003,5.46,1.5414
explain,5004,5.46,1.3433
followed,5005,5.46,1.2157
fox,5006,5.46,1.7168
further,5007,5.46,1.1104
gears,5008,5.46,0.8855
guts,5009,5.46,1.9295
helen,5010,5.46,1.0144
index,5011,5.46,1.2324
instructions,5012,5.46,1.4458
jeffrey,5013,5.46,1.0539
jerry,5014,5.46,1.9919
lafayette,5015,5.46,1.5806
laid,5016,5.46,1.2324
let's,5017,5.46,1.0144
linked,5018,5.46,1.4028
list,5019,5.46,0.8621
local,5020,5.46,1.3584
loop,5021,5.46,1.3126
manufacturers,5022,5.46,1.1466
math,5023,5.46,1.9505
matthew,5024,5.46,1.0343
meeting,5025,5.46,1.3433
megan,5026,5.46,1.2651
mornin,5027,5.46,1.6807
needed,5028,5.46,1.4875
object,5029,5.46,1.0343
organ,5030,5.46,1.6563
particularly,5031,5.46,1.2651
philly,5032,5.46,1.5546
process,5033,5.46,1.1104
projects,5034,5.46,1.5935
pulls,5035,5.46,1.1466
quote,5036,5.46,0.9082
rebecca,5037,5.46,1.3433
reform,5038,5.46,1.3433
religious,5039,5.46,2.0123
richmond,5040,5.46,1.0919
sandra,5041,5.46,0.9304
segment,5042,5.46,1.4875
sent,5043,5.46,0.9082
series,5044,5.46,0.9304
serve,5045,5.46,1.3126
sharon,5046,5.46,0.9733
shipping,5047,5.46,1.3126
shoulder,5048,5.46,1.2157
stacks,5049,5.46,1.328
statements,5050,5.46,0.9733
surrounding,5051,5.46,1.2324
therapy,5052,5.46,1.5281
thy,5053,5.46,1.1643
twitter,5054,5.46,1.9082
uno,5055,5.46,0.9521
vincent,5056,5.46,0.9304
watched,5057,5.46,1.2651
wide,5058,5.46,1.328
william,5059,5.46,1.0539
dome,5060,5.46,1.3202
filter,5061,5.46,1.2709
notions,5062,5.46,1.1291
unfold,5063,5.46,1.3202
administered,5064,5.45,1.5554
furthermore,5065,5.45,1.4652
situations,5066,5.45,1.1376
sociology,5067,5.45,1.4586
subsequent,5068,5.45,1.2258
sway,5069,5.45,1.2087
wrists,5070,5.45,1.3395
drawers,5071,5.45,1.3156
undoubtedly,5072,5.45,1.4567
2nite,5073,5.44,1.7861
amp,5074,5.44,1.248
anita,5075,5.44,1.2961
area,5076,5.44,0.8843
arthur,5077,5.44,1.091
assigned,5078,5.44,1.2316
aug,5079,5.44,1.3726
axis,5080,5.44,1.402
battery,5081,5.44,1.198
beside,5082,5.44,0.993
bob,5083,5.44,1.1634
brown,5084,5.44,1.2803
calculation,5085,5.44,1.198
carolina,5086,5.44,1.514
carried,5087,5.44,1.1095
centres,5088,5.44,1.2316
chair,5089,5.44,1.248
charter,5090,5.44,0.9293
columbia,5091,5.44,1.473
company,5092,5.44,1.58
consist,5093,5.44,1.2803
cope,5094,5.44,1.6056
counter,5095,5.44,1.1808
curtains,5096,5.44,1.3726
deck,5097,5.44,1.3874
den,5098,5.44,1.3426
doors,5099,5.44,1.0721
earl,5100,5.44,1.091
editors,5101,5.44,1.1808
evelyn,5102,5.44,1.0333
fisher,5103,5.44,1.2643
flow,5104,5.44,1.5928
georgia,5105,5.44,1.2803
i'd,5106,5.44,0.8122
imports,5107,5.44,1.4868
jay,5108,5.44,1.1278
joel,5109,5.44,1.0134
jordan,5110,5.44,1.7515
kong,5111,5.44,1.1808
lab,5112,5.44,1.5407
lateral,5113,5.44,1.2643
mass,5114,5.44,1.1095
meant,5115,5.44,0.993
metal,5116,5.44,1.2803
mister,5117,5.44,1.4309
montana,5118,5.44,1.2803
moore,5119,5.44,1.5928
noche,5120,5.44,1.1808
nov,5121,5.44,1.248
operating,5122,5.44,1.4165
overall,5123,5.44,1.2149
passes,5124,5.44,1.4868
passing,5125,5.44,1.7398
paul,5126,5.44,1.2149
phrase,5127,5.44,0.8369
possess,5128,5.44,1.5928
quantitative,5129,5.44,1.402
recently,5130,5.44,1.1095
refers,5131,5.44,1.1634
represent,5132,5.44,1.0529
saw,5133,5.44,0.8122
search,5134,5.44,1.1808
sept,5135,5.44,1.0333
seventy,5136,5.44,1.567
signal,5137,5.44,0.9723
solomon,5138,5.44,1.2961
stations,5139,5.44,0.9071
storage,5140,5.44,1.0721
street,5141,5.44,0.8369
subject,5142,5.44,1.0333
submit,5143,5.44,1.5005
surround,5144,5.44,1.402
ten,5145,5.44,1.198
tenants,5146,5.44,1.1634
thurs,5147,5.44,1.3577
tone,5148,5.44,0.8609
tongue,5149,5.44,1.091
trunk,5150,5.44,0.9723
tweeted,5151,5.44,1.6922
versions,5152,5.44,1.0333
wagner,5153,5.44,0.9723
wax,5154,5.44,1.198
wilson,5155,5.44,0.7866
worked,5156,5.44,1.58
yen,5157,5.44,1.4309
zion,5158,5.44,1.5274
measurements,5159,5.44,1.5966
reactions,5160,5.44,0.9655
adjacent,5161,5.43,1.1365
bailar,5162,5.43,1.0408
kara,5163,5.43,1.3385
modes,5164,5.43,1.2076
proposition,5165,5.43,1.4577
remainder,5166,5.43,1.2416
steam,5167,5.43,1.4434
10am,5168,5.42,1.1622
again,5169,5.42,1.2631
also,5170,5.42,1.0319
ashley,5171,5.42,1.2469
aye,5172,5.42,1.6424
background,5173,5.42,1.2137
bailey,5174,5.42,1.1622
barrel,5175,5.42,1.295
bedford,5176,5.42,1.2304
booth,5177,5.42,1.1082
bowl,5178,5.42,1.2631
businessman,5179,5.42,1.3864
calls,5180,5.42,1.0319
came,5181,5.42,1.4155
carolyn,5182,5.42,1.4721
category,5183,5.42,1.4995
centre,5184,5.42,0.8352
chip,5185,5.42,1.0515
com,5186,5.42,1.0708
comprehensive,5187,5.42,1.3864
compromise,5188,5.42,1.8193
conductor,5189,5.42,1.3566
course,5190,5.42,1.3716
crow,5191,5.42,1.6793
dennis,5192,5.42,0.9495
derived,5193,5.42,1.2137
duration,5194,5.42,1.2469
enzyme,5195,5.42,1.2631
ever,5196,5.42,1.012
financial,5197,5.42,1.7853
floors,5198,5.42,0.8352
frances,5199,5.42,1.1796
gene,5200,5.42,0.9708
going,5201,5.42,1.1622
gotten,5202,5.42,1.3864
he,5203,5.42,0.9055
himself,5204,5.42,0.9708
hockey,5205,5.42,1.6793
hopkins,5206,5.42,0.8352
initial,5207,5.42,1.0515
inner,5208,5.42,1.0319
instance,5209,5.42,1.1082
jeanne,5210,5.42,1.0319
jeremy,5211,5.42,1.1445
jr,5212,5.42,1.3415
julia,5213,5.42,1.1082
julie,5214,5.42,1.1796
listenin,5215,5.42,1.5398
livingston,5216,5.42,0.9278
memphis,5217,5.42,1.5661
mentioned,5218,5.42,1.1082
mercury,5219,5.42,1.5398
mini,5220,5.42,1.0708
monthly,5221,5.42,0.9055
nine,5222,5.42,1.1265
note,5223,5.42,0.9916
nowadays,5224,5.42,1.4581
om,5225,5.42,1.6174
oprah,5226,5.42,2.0513
pasa,5227,5.42,1.1622
penn,5228,5.42,1.295
peter,5229,5.42,1.0515
point,5230,5.42,0.9055
polls,5231,5.42,1.2792
presentation,5232,5.42,1.5791
primarily,5233,5.42,0.9495
ranks,5234,5.42,1.6793
references,5235,5.42,1.4721
resulting,5236,5.42,1.2137
riley,5237,5.42,1.1445
rolled,5238,5.42,1.3566
roof,5239,5.42,1.012
sam,5240,5.42,1.295
sean,5241,5.42,0.9278
secretary,5242,5.42,1.3107
select,5243,5.42,1.2469
signals,5244,5.42,1.1445
snl,5245,5.42,1.295
spencer,5246,5.42,1.4721
state's,5247,5.42,0.9916
subjects,5248,5.42,1.012
tables,5249,5.42,0.8352
tell,5250,5.42,1.0319
terry,5251,5.42,1.1622
theory,5252,5.42,1.4859
tom,5253,5.42,1.3415
topic,5254,5.42,0.8827
toss,5255,5.42,1.3716
treasury's,5256,5.42,1.5398
tweets,5257,5.42,1.9701
yorkers,5258,5.42,1.3716
you'll,5259,5.42,1.3107
calculated,5260,5.42,1.3966
configuration,5261,5.42,1.4117
inhabitants,5262,5.42,1.4415
statute,5263,5.42,1.661
interlude,5264,5.41,1.4143
clerk,5265,5.41,1.3527
constitutes,5266,5.41,1.3681
cylinder,5267,5.41,1.2062
knocks,5268,5.41,1.5932
ratio,5269,5.41,1.4277
tissue,5270,5.41,1.4849
variables,5271,5.41,1.2403
vector,5272,5.41,1.0977
vols,5273,5.41,1.4566
whassup,5274,5.41,1.7902
width,5275,5.41,0.9336
absolute,5276,5.4,1.6162
ah,5277,5.4,1.2122
alison,5278,5.4,1.1066
anne,5279,5.4,1.1429
arabia,5280,5.4,1.6413
arkansas,5281,5.4,1.2289
boldface,5282,5.4,1.088
cast,5283,5.4,1.3702
chamber,5284,5.4,1.3702
china,5285,5.4,1.7023
claimed,5286,5.4,1.178
conquest,5287,5.4,2.1093
consecutive,5288,5.4,1.1606
daily,5289,5.4,1.0302
dana,5290,5.4,1.0498
definitions,5291,5.4,1.1952
distribution,5292,5.4,0.9689
dna,5293,5.4,1.3553
document,5294,5.4,1.2289
each,5295,5.4,0.9897
earlier,5296,5.4,1.2289
embassy,5297,5.4,1.3401
esp,5298,5.4,1.1429
estimate,5299,5.4,0.9897
fam,5300,5.4,1.6162
figured,5301,5.4,1.178
fuel,5302,5.4,1.178
gulf,5303,5.4,1.7143
headquarters,5304,5.4,1.0102
healthcare,5305,5.4,2.0603
hee,5306,5.4,1.4983
holds,5307,5.4,1.069
inside,5308,5.4,0.7284
intent,5309,5.4,1.4569
jan,5310,5.4,1.1429
johnson,5311,5.4,1.3702
joseph,5312,5.4,1.6162
lah,5313,5.4,1.2289
lawrence,5314,5.4,1.3401
lick,5315,5.4,1.5649
lou,5316,5.4,1.3093
lung,5317,5.4,1.3093
main,5318,5.4,1.2122
malcolm,5319,5.4,1.0102
margaret,5320,5.4,1.2289
matter,5321,5.4,1.0102
mexican,5322,5.4,1.5253
ministers,5323,5.4,1.7728
mixtape,5324,5.4,1.0498
nancy,5325,5.4,1.3248
oakland,5326,5.4,1.3851
obedience,5327,5.4,1.6162
one,5328,5.4,1.5908
paula,5329,5.4,1.3401
picks,5330,5.4,1.3553
processes,5331,5.4,1.4846
putting,5332,5.4,1.088
ranging,5333,5.4,0.8806
reminds,5334,5.4,1.1952
reorganization,5335,5.4,1.4846
represents,5336,5.4,0.8806
rien,5337,5.4,1.1606
riverdale,5338,5.4,1.3997
sarah,5339,5.4,1.6288
seen,5340,5.4,1.1952
statistical,5341,5.4,1.2617
stayed,5342,5.4,1.2454
stomach,5343,5.4,1.069
string,5344,5.4,1.088
sushi,5345,5.4,2.2497
tap,5346,5.4,1.2289
testament,5347,5.4,1.5386
thee,5348,5.4,1.069
they'll,5349,5.4,1.2778
transfer,5350,5.4,1.5119
two,5351,5.4,0.9689
xxx,5352,5.4,1.8516
origins,5353,5.4,1.5122
actin,5354,5.39,1.3665
cielo,5355,5.39,1.525
defence,5356,5.39,1.525
dub,5357,5.39,1.2553
empirical,5358,5.39,1.4835
explicitly,5359,5.39,1.4835
jive,5360,5.39,1.9453
reprinted,5361,5.39,1.1331
spins,5362,5.39,1.4694
#letsbehonest,5363,5.38,1.4968
ahh,5364,5.38,1.427
am,5365,5.38,1.0859
announcement,5366,5.38,1.427
arms,5367,5.38,0.9875
baltimore,5368,5.38,1.1933
basis,5369,5.38,1.0079
butler,5370,5.38,1.6022
camino,5371,5.38,1.4412
carved,5372,5.38,1.3076
clark,5373,5.38,1.1761
coefficient,5374,5.38,1.5635
comp,5375,5.38,0.9452
control,5376,5.38,1.4831
copy,5377,5.38,1.0669
core,5378,5.38,1.0859
curriculum,5379,5.38,1.4831
dec,5380,5.38,1.3536
deemed,5381,5.38,1.4412
detective,5382,5.38,1.5372
different,5383,5.38,1.2436
doctrine,5384,5.38,1.701
door,5385,5.38,1.2103
files,5386,5.38,1.427
following,5387,5.38,1.6399
grams,5388,5.38,0.9452
hp,5389,5.38,1.427
hudson,5390,5.38,1.2436
i'll,5391,5.38,1.2919
industry,5392,5.38,1.3076
items,5393,5.38,1.5372
jamie,5394,5.38,0.9666
jesse,5395,5.38,1.4412
latin,5396,5.38,1.3834
let,5397,5.38,1.0079
lite,5398,5.38,1.427
lookin,5399,5.38,1.3686
machine,5400,5.38,1.2599
manner,5401,5.38,1.3536
mit,5402,5.38,1.2599
nelson,5403,5.38,1.276
nitrogen,5404,5.38,1.4412
nucleus,5405,5.38,1.4553
official,5406,5.38,1.028
overtime,5407,5.38,1.9472
personnel,5408,5.38,1.1045
pitching,5409,5.38,1.427
projected,5410,5.38,1.2919
province,5411,5.38,1.4831
rope,5412,5.38,1.2599
said,5413,5.38,0.901
second,5414,5.38,1.1933
securities,5415,5.38,2.0493
send,5416,5.38,1.3536
sensitivity,5417,5.38,1.7715
shall,5418,5.38,1.2436
soldiers,5419,5.38,1.6399
standards,5420,5.38,1.0859
statistically,5421,5.38,1.4126
steps,5422,5.38,1.1229
steve,5423,5.38,0.901
tan,5424,5.38,1.713
technical,5425,5.38,1.6022
text,5426,5.38,1.3231
thread,5427,5.38,1.3536
tierra,5428,5.38,1.6149
timbaland,5429,5.38,1.4968
tricks,5430,5.38,1.5238
tunnel,5431,5.38,1.4553
twelve,5432,5.38,1.1586
wants,5433,5.38,1.3231
wednesday,5434,5.38,1.3384
whew,5435,5.38,1.1933
wordpress,5436,5.38,1.2103
would,5437,5.38,0.8545
yards,5438,5.38,0.9234
year,5439,5.38,1.3536
yesterday's,5440,5.38,1.4693
comparison,5441,5.37,1.2195
ella,5442,5.37,1.6033
givin,5443,5.37,1.2532
hem,5444,5.37,1.2195
parish,5445,5.37,1.7041
silently,5446,5.37,1.5505
sits,5447,5.37,1.0934
whispering,5448,5.37,1.6291
illusions,5449,5.36,1.8109
asked,5450,5.36,1.2739
bee,5451,5.36,1.6507
briefing,5452,5.36,1.2578
britney,5453,5.36,1.6753
capitol,5454,5.36,1.2898
caps,5455,5.36,1.0254
claire,5456,5.36,1.5487
clip,5457,5.36,1.2578
clips,5458,5.36,1.1739
colonial,5459,5.36,1.3516
constitute,5460,5.36,1.1386
contracts,5461,5.36,1.2415
covering,5462,5.36,0.8751
customs,5463,5.36,1.6383
dash,5464,5.36,1.4813
delta,5465,5.36,1.0451
dishes,5466,5.36,1.8156
economic,5467,5.36,1.6874
edit,5468,5.36,1.1739
eileen,5469,5.36,1.2081
establishment,5470,5.36,1.2898
finger,5471,5.36,1.1739
georgetown,5472,5.36,1.4675
gloria,5473,5.36,1.4675
greene,5474,5.36,1.0451
gud,5475,5.36,1.5618
hall,5476,5.36,1.2081
hay,5477,5.36,1.4813
heard,5478,5.36,0.802
jimmy,5479,5.36,1.1205
linear,5480,5.36,1.1911
liquor,5481,5.36,2.2836
listing,5482,5.36,1.0053
lmaoo,5483,5.36,1.8926
mason,5484,5.36,0.9424
miller,5485,5.36,1.0254
milwaukee,5486,5.36,1.1739
monde,5487,5.36,1.2739
mouse,5488,5.36,1.9563
moving,5489,5.36,1.495
msn,5490,5.36,1.7468
nba,5491,5.36,1.849
nude,5492,5.36,1.9667
nuestro,5493,5.36,1.3211
overview,5494,5.36,1.4394
oz,5495,5.36,1.5086
pattern,5496,5.36,1.77
port,5497,5.36,1.4394
possession,5498,5.36,1.9873
press,5499,5.36,1.2249
principal,5500,5.36,1.3962
pronto,5501,5.36,1.2415
quiero,5502,5.36,0.9848
rabbi,5503,5.36,1.4535
reposing,5504,5.36,1.5354
russell,5505,5.36,1.3815
same,5506,5.36,1.2739
si,5507,5.36,1.4251
sim,5508,5.36,0.9638
sit,5509,5.36,1.2249
sold,5510,5.36,1.2898
sounded,5511,5.36,1.0451
staff,5512,5.36,0.8751
standing,5513,5.36,0.8514
stocks,5514,5.36,1.2898
structure,5515,5.36,1.3815
stuart,5516,5.36,1.3815
subsequently,5517,5.36,1.1563
sympathy,5518,5.36,1.9141
taiwan,5519,5.36,1.2739
target,5520,5.36,1.5221
teeth,5521,5.36,1.8709
trenton,5522,5.36,1.3516
tres,5523,5.36,1.5221
trucks,5524,5.36,1.663
tuesdays,5525,5.36,1.1386
tummy,5526,5.36,1.3815
tweeting,5527,5.36,1.9667
verb,5528,5.36,1.1563
vest,5529,5.36,1.1386
wakes,5530,5.36,1.6753
walter,5531,5.36,1.4251
we'd,5532,5.36,1.1563
westchester,5533,5.36,1.3962
wi,5534,5.36,0.8751
wright,5535,5.36,0.9848
you'd,5536,5.36,1.1563
yugoslavia,5537,5.36,1.3815
emperor,5538,5.35,2.0576
thesis,5539,5.35,1.8507
chevy,5540,5.35,1.7145
della,5541,5.35,1.1824
finite,5542,5.35,1.4513
loot,5543,5.35,2.0872
motive,5544,5.35,1.4938
define,5545,5.34,1.0689
#news,5546,5.34,1.394
adams,5547,5.34,1.0806
advised,5548,5.34,1.6977
andrea,5549,5.34,1.2224
anonymity,5550,5.34,1.3342
anthony,5551,5.34,1.4654
anything,5552,5.34,1.0224
anywhere,5553,5.34,1.2875
arc,5554,5.34,1.1713
areas,5555,5.34,1.0224
ay,5556,5.34,0.9607
backs,5557,5.34,1.4373
bros,5558,5.34,1.5334
campaign,5559,5.34,1.5467
candidate,5560,5.34,1.0994
carter,5561,5.34,1.6113
checked,5562,5.34,1.1359
classified,5563,5.34,1.4514
colts,5564,5.34,1.5858
comparable,5565,5.34,1.2554
crossing,5566,5.34,1.3342
currently,5567,5.34,0.8234
denver,5568,5.34,1.493
ding,5569,5.34,1.5986
doctor,5570,5.34,1.6239
drank,5571,5.34,1.4654
editorial,5572,5.34,1.3644
flick,5573,5.34,1.3644
fur,5574,5.34,1.7333
gear,5575,5.34,1.2875
geek,5576,5.34,1.891
german,5577,5.34,1.394
giant,5578,5.34,1.1886
giants,5579,5.34,1.493
hampton,5580,5.34,1.3342
harold,5581,5.34,1.1537
ily,5582,5.34,1.5729
iron,5583,5.34,1.3494
karen,5584,5.34,1.3793
korea,5585,5.34,1.3793
liebe,5586,5.34,1.394
lillian,5587,5.34,1.4654
log,5588,5.34,0.9607
manufacturer,5589,5.34,1.0224
massive,5590,5.34,1.2875
maureen,5591,5.34,0.7982
mc,5592,5.34,1.394
middle,5593,5.34,0.7174
moderate,5594,5.34,1.2715
nog,5595,5.34,1.1359
noticed,5596,5.34,1.423
occurred,5597,5.34,1.0224
ohhhh,5598,5.34,1.9651
orleans,5599,5.34,1.2554
ounce,5600,5.34,0.9607
pack,5601,5.34,1.2715
percent,5602,5.34,0.9172
phil,5603,5.34,1.1178
physician,5604,5.34,1.8363
rate,5605,5.34,1.2224
regional,5606,5.34,0.8234
request,5607,5.34,1.2224
revolution,5608,5.34,1.394
rihanna,5609,5.34,1.9755
roosevelt,5610,5.34,1.8693
session,5611,5.34,1.1178
six,5612,5.34,1.1537
sullivan,5613,5.34,0.8947
surgeon,5614,5.34,1.6239
susan,5615,5.34,1.2715
sylvia,5616,5.34,1.3188
then,5617,5.34,0.7453
they're,5618,5.34,1.0994
thinkin,5619,5.34,1.0994
